,model__gamma,model__learning_rate,model__max_depth,model__n_estimators,model__objective,score,train_score,train_test_diff
0,4.258617080673965e-06,0.1952582697721836,4,241,count:poisson,-0.006832318722008888,-0.005619759231150952,0.001212559490857936
1,4.4953401404491,0.45818053244112333,7,622,count:poisson,-0.007114933142174088,-0.006947857776398392,0.00016707536577569623
2,0.00016535732678847647,0.17912537243212612,3,813,count:poisson,-0.006907153835847002,-0.005405238248538631,0.0015019155873083707
3,0.0005115338199870997,0.4679125426372452,5,390,count:poisson,-0.007614529581688331,0.0021750880983294105,0.009789617680017742
4,63.31541913143208,0.15893403046833146,5,498,count:poisson,-0.007898424137553836,-0.007888085359660716,1.0338777893120071e-05
5,0.03698574142297033,0.3849273486574177,7,661,count:poisson,-0.009930748912233656,0.014623972920902709,0.024554721833136367
6,11.071613429838331,0.30156383823760075,4,183,count:poisson,-0.007331865609729994,-0.007259388583081024,7.247702664896997e-05
7,0.004134149309084437,0.022859447916465995,4,100,count:poisson,-2.0660591592323536,-2.0658562320729708,0.00020292715938285966
8,0.00011779884998923481,0.28216734750793926,3,138,count:poisson,-0.006850133981285015,-0.006409358930884086,0.00044077505040092824
9,0.0007126895254102318,0.40991358757561813,5,412,count:poisson,-0.007545605581423728,0.001467864630998202,0.00901347021242193
